"Test","URL","FV Successful Tests","FV Document Complete Median","FV Document Complete Avg","FV Document Complete Std. Dev","FV Document Complete Min","FV Document Complete Max","FV Fully Loaded Median","FV Fully Loaded Avg","FV Fully Loaded Std. Dev","FV Fully Loaded Min","FV Fully Loaded Max","FV First Byte Median","FV First Byte Avg","FV First Byte Std. Dev","FV First Byte Min","FV First Byte Max","FV Start Render Median","FV Start Render Avg","FV Start Render Std. Dev","FV Start Render Min","FV Start Render Max","FV Bytes In (Doc) Median","FV Bytes In (Doc) Avg","FV Bytes In (Doc) Std. Dev","FV Bytes In (Doc) Min","FV Bytes In (Doc) Max","FV Requests (Doc) Median","FV Requests (Doc) Avg","FV Requests (Doc) Std. Dev","FV Requests (Doc) Min","FV Requests (Doc) Max","FV Load Event Start Median","FV Load Event Start Avg","FV Load Event Start Std. Dev","FV Load Event Start Min","FV Load Event Start Max","FV Speed Index Median","FV Speed Index Avg","FV Speed Index Std. Dev","FV Speed Index Min","FV Speed Index Max","FV Last Visual Change Median","FV Last Visual Change Avg","FV Last Visual Change Std. Dev","FV Last Visual Change Min","FV Last Visual Change Max","FV Visually Complete Median","FV Visually Complete Avg","FV Visually Complete Std. Dev","FV Visually Complete Min","FV Visually Complete Max",Test ID
"","https://www.piac.com.pk/","1","22519","22519","0","22519","22519","22809","22809","0","22809","22809","1426","1426","0","1426","1426","3054","3054","0","3054","3054","11244934","11244934","0","11244934","11244934","68","68","0","68","68","22519","22519","0","22519","22519","9700","9700","0","9700","9700","20507","20507","0","20507","20507","20507","20507","0","20507","20507","230330_MD_DR"
"","https://www.piac.com.pk/travel-advisory-updates","1","4232","4232","0","4232","4232","5575","5575","0","5575","5575","608","608","0","608","608","2320","2320","0","2320","2320","1281961","1281961","0","1281961","1281961","39","39","0","39","39","4232","4232","0","4232","4232","2913","2913","0","2913","2913","4293","4293","0","4293","4293","4293","4293","0","4293","4293","230330_D8_DS"
"","https://www.piac.com.pk/corporate/press-releases","1","3149","3149","0","3149","3149","5146","5146","0","5146","5146","445","445","0","445","445","2244","2244","0","2244","2244","385494","385494","0","385494","385494","35","35","0","35","35","3149","3149","0","3149","3149","3564","3564","0","3564","3564","5039","5039","0","5039","5039","5039","5039","0","5039","5039","230330_31_DT"
"","https://www.piac.com.pk/contact-us","1","4043","4043","0","4043","4043","5278","5278","0","5278","5278","345","345","0","345","345","1735","1735","0","1735","1735","1472285","1472285","0","1472285","1472285","39","39","0","39","39","4044","4044","0","4044","4044","2509","2509","0","2509","2509","4145","4145","0","4145","4145","4145","4145","0","4145","4145","230330_F9_DV"
"","https://www.piac.com.pk/corporate/","1","9925","9925","0","9925","9925","15003","15003","0","15003","15003","3243","3243","0","3243","3243","5571","5571","0","5571","5571","1652196","1652196","0","1652196","1652196","42","42","0","42","42","9925","9925","0","9925","9925","10593","10593","0","10593","10593","15231","15231","0","15231","15231","15231","15231","0","15231","15231","230330_J4_DW"
"","https://www.piac.com.pk/where-we-fly/destinations","1","4033","4033","0","4033","4033","5914","5914","0","5914","5914","499","499","0","499","499","2291","2291","0","2291","2291","1150292","1150292","0","1150292","1150292","38","38","0","38","38","4034","4034","0","4034","4034","3137","3137","0","3137","3137","4112","4112","0","4112","4112","4112","4112","0","4112","4112","230330_42_DX"
"","https://www.piac.com.pk/where-we-fly/our-network","1","3560","3560","0","3560","3560","4957","4957","0","4957","4957","559","559","0","559","559","1861","1861","0","1861","1861","1022973","1022973","0","1022973","1022973","42","42","0","42","42","3560","3560","0","3560","3560","2334","2334","0","2334","2334","3284","3284","0","3284","3284","3284","3284","0","3284","3284","230330_Y4_DY"
"","https://www.piac.com.pk/where-we-fly/map","1","4746","4746","0","4746","4746","5133","5133","0","5133","5133","370","370","0","370","370","1682","1682","0","1682","1682","1412269","1412269","0","1412269","1412269","38","38","0","38","38","4746","4746","0","4746","4746","2938","2938","0","2938","2938","4919","4919","0","4919","4919","4919","4919","0","4919","4919","230330_WH_DZ"
"","https://www.piac.com.pk/experience/special-assistance","1","3274","3274","0","3274","3274","4491","4491","0","4491","4491","346","346","0","346","346","1668","1668","0","1668","1668","1068622","1068622","0","1068622","1068622","32","32","0","32","32","3274","3274","0","3274","3274","2174","2174","0","2174","2174","3307","3307","0","3307","3307","3307","3307","0","3307","3307","230330_TT_E0"
"","https://www.piac.com.pk/experience/baggage/baggage-guide","1","3691","3691","0","3691","3691","5076","5076","0","5076","5076","474","474","0","474","474","1860","1860","0","1860","1860","1213303","1213303","0","1213303","1213303","38","38","0","38","38","3691","3691","0","3691","3691","2729","2729","0","2729","2729","3793","3793","0","3793","3793","3793","3793","0","3793","3793","230330_49_E1"
"","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","1","4656","4656","0","4656","4656","5061","5061","0","5061","5061","540","540","0","540","540","2058","2058","0","2058","2058","1203593","1203593","0","1203593","1203593","39","39","0","39","39","4656","4656","0","4656","4656","2392","2392","0","2392","2392","3675","3675","0","3675","3675","3675","3675","0","3675","3675","230330_X5_E2"
"","https://www.piac.com.pk/experience/cabins/executive-economy","1","5835","5835","0","5835","5835","6141","6141","0","6141","6141","387","387","0","387","387","1889","1889","0","1889","1889","2137017","2137017","0","2137017","2137017","42","42","0","42","42","5836","5836","0","5836","5836","3103","3103","0","3103","3103","5922","5922","0","5922","5922","5922","5922","0","5922","5922","230330_MB_E3"
"","https://www.piac.com.pk/experience/seat-select/extra-legroom","1","3561","3561","0","3561","3561","5184","5184","0","5184","5184","407","407","0","407","407","1859","1859","0","1859","1859","1155048","1155048","0","1155048","1155048","39","39","0","39","39","3562","3562","0","3562","3562","2422","2422","0","2422","2422","3674","3674","0","3674","3674","3674","3674","0","3674","3674","230330_TN_E4"
"","https://www.piac.com.pk/experience/seat-select/preferred-seat","1","5107","5107","0","5107","5107","5422","5422","0","5422","5422","338","338","0","338","338","1777","1777","0","1777","1777","1549332","1549332","0","1549332","1549332","41","41","0","41","41","5107","5107","0","5107","5107","2485","2485","0","2485","2485","5207","5207","0","5207","5207","5207","5207","0","5207","5207","230330_PB_E5"
"","https://www.piac.com.pk/experience/magazines","1","35075","35075","0","35075","35075","35320","35320","0","35320","35320","526","526","0","526","526","1966","1966","0","1966","1966","19238959","19238959","0","19238959","19238959","61","61","0","61","61","35075","35075","0","35075","35075","4401","4401","0","4401","4401","10016","10016","0","10016","10016","10016","10016","0","10016","10016","230330_KA_E6"
"","https://www.piac.com.pk/experience/seat-upgrade","1","3769","3769","0","3769","3769","5323","5323","0","5323","5323","800","800","0","800","800","2189","2189","0","2189","2189","1125746","1125746","0","1125746","1125746","39","39","0","39","39","3768","3768","0","3768","3768","2510","2510","0","2510","2510","3681","3681","0","3681","3681","3681","3681","0","3681","3681","230330_0H_E7"
"","https://www.piac.com.pk/awards/awards-plus","1","3097","3097","0","3097","3097","4979","4979","0","4979","4979","299","299","0","299","299","1618","1618","0","1618","1618","946138","946138","0","946138","946138","37","37","0","37","37","3098","3098","0","3098","3098","2400","2400","0","2400","2400","3223","3223","0","3223","3223","3223","3223","0","3223","3223","230330_G2_E8"
"","https://www.piac.com.pk/awards/about-us","1","3166","3166","0","3166","3166","4789","4789","0","4789","4789","377","377","0","377","377","1676","1676","0","1676","1676","946414","946414","0","946414","946414","37","37","0","37","37","3166","3166","0","3166","3166","2443","2443","0","2443","2443","3285","3285","0","3285","3285","3285","3285","0","3285","3285","230330_DF_E9"
"","https://www.piac.com.pk/awards/a-benefits","1","3245","3245","0","3245","3245","4849","4849","0","4849","4849","338","338","0","338","338","1753","1753","0","1753","1753","948715","948715","0","948715","948715","37","37","0","37","37","3245","3245","0","3245","3245","2526","2526","0","2526","2526","3406","3406","0","3406","3406","3406","3406","0","3406","3406","230330_Z9_EA"
"","https://www.piac.com.pk/awards/a-experince","1","3223","3223","0","3223","3223","4656","4656","0","4656","4656","377","377","0","377","377","1721","1721","0","1721","1721","946947","946947","0","946947","946947","37","37","0","37","37","3223","3223","0","3223","3223","2468","2468","0","2468","2468","3333","3333","0","3333","3333","3333","3333","0","3333","3333","230330_J7_EB"
"","https://www.piac.com.pk/awards/awards-rewards","1","3196","3196","0","3196","3196","4626","4626","0","4626","4626","334","334","0","334","334","1764","1764","0","1764","1764","819097","819097","0","819097","819097","30","30","0","30","30","3196","3196","0","3196","3196","2131","2131","0","2131","2131","2931","2931","0","2931","2931","2931","2931","0","2931","2931","230330_Q0_EC"
"","https://www.piac.com.pk/awards/awards-contacts","1","3150","3150","0","3150","3150","4762","4762","0","4762","4762","314","314","0","314","314","1685","1685","0","1685","1685","949077","949077","0","949077","949077","38","38","0","38","38","3150","3150","0","3150","3150","2426","2426","0","2426","2426","3306","3306","0","3306","3306","3306","3306","0","3306","3306","230330_YA_ED"
"","https://www.piac.com.pk/awards/terms-and-conditions","1","3271","3271","0","3271","3271","4841","4841","0","4841","4841","588","588","0","588","588","2050","2050","0","2050","2050","826673","826673","0","826673","826673","30","30","0","30","30","3271","3271","0","3271","3271","2737","2737","0","2737","2737","3656","3656","0","3656","3656","3656","3656","0","3656","3656","230330_PY_EE"
"","https://www.piac.com.pk/deals/online-discounts","1","3891","3891","0","3891","3891","5244","5244","0","5244","5244","471","471","0","471","471","1878","1878","0","1878","1878","1264277","1264277","0","1264277","1264277","38","38","0","38","38","3891","3891","0","3891","3891","2771","2771","0","2771","2771","3952","3952","0","3952","3952","3952","3952","0","3952","3952","230330_Q8_EF"
"","https://www.piac.com.pk/deals/global-deals","1","3468","3468","0","3468","3468","5088","5088","0","5088","5088","318","318","0","318","318","1590","1590","0","1590","1590","1182102","1182102","0","1182102","1182102","42","42","0","42","42","3468","3468","0","3468","3468","2443","2443","0","2443","2443","3432","3432","0","3432","3432","3432","3432","0","3432","3432","230330_VR_EG"
"","https://www.piac.com.pk/booking-conditions","1","3592","3592","0","3592","3592","4990","4990","0","4990","4990","383","383","0","383","383","1798","1798","0","1798","1798","1228862","1228862","0","1228862","1228862","38","38","0","38","38","3592","3592","0","3592","3592","2606","2606","0","2606","2606","3637","3637","0","3637","3637","3637","3637","0","3637","3637","230330_XK_EH"
"","https://www.piac.com.pk/air-passenger-rights","1","4603","4603","0","4603","4603","6422","6422","0","6422","6422","406","406","0","406","406","1939","1939","0","1939","1939","947289","947289","0","947289","947289","37","37","0","37","37","4603","4603","0","4603","4603","2970","2970","0","2970","2970","4704","4704","0","4704","4704","4704","4704","0","4704","4704","230330_DZ_EJ"
"","https://www.piac.com.pk/conditions-of-carriage","1","6147","6147","0","6147","6147","8186","8186","0","8186","8186","889","889","0","889","889","2843","2843","0","2843","2843","981072","981072","0","981072","981072","38","38","0","38","38","6147","6147","0","6147","6147","4044","4044","0","4044","4044","6217","6217","0","6217","6217","6217","6217","0","6217","6217","230330_HT_EK"
"","https://www.piac.com.pk/traveler-s-information","1","4733","4733","0","4733","4733","5054","5054","0","5054","5054","450","450","0","450","450","2146","2146","0","2146","2146","1151005","1151005","0","1151005","1151005","31","31","0","31","31","4733","4733","0","4733","4733","3138","3138","0","3138","3138","4811","4811","0","4811","4811","4811","4811","0","4811","4811","230330_EW_EM"
"","https://www.piac.com.pk/overseas-pakistanis","1","3950","3950","0","3950","3950","5194","5194","0","5194","5194","428","428","0","428","428","1963","1963","0","1963","1963","1313094","1313094","0","1313094","1313094","38","38","0","38","38","3950","3950","0","3950","3950","2840","2840","0","2840","2840","3966","3966","0","3966","3966","3966","3966","0","3966","3966","230330_9D_EN"
"","https://www.piac.com.pk/special-assistance-form","1","3320","3320","0","3320","3320","4890","4890","0","4890","4890","333","333","0","333","333","1775","1775","0","1775","1775","946820","946820","0","946820","946820","37","37","0","37","37","3320","3320","0","3320","3320","2553","2553","0","2553","2553","3469","3469","0","3469","3469","3469","3469","0","3469","3469","230330_55_EP"
"","https://www.piac.com.pk/customer-care","1","3233","3233","0","3233","3233","4909","4909","0","4909","4909","317","317","0","317","317","1645","1645","0","1645","1645","948782","948782","0","948782","948782","37","37","0","37","37","3234","3234","0","3234","3234","2420","2420","0","2420","2420","3273","3273","0","3273","3273","3273","3273","0","3273","3273","230330_F2_EQ"
"","https://www.piac.com.pk/faqs","1","5276","5276","0","5276","5276","5642","5642","0","5642","5642","909","909","0","909","909","2218","2218","0","2218","2218","1355596","1355596","0","1355596","1355596","40","40","0","40","40","5276","5276","0","5276","5276","3135","3135","0","3135","3135","4315","4315","0","4315","4315","4315","4315","0","4315","4315","230330_SD_ER"
"","https://www.piac.com.pk/site-map","1","3180","3180","0","3180","3180","4758","4758","0","4758","4758","345","345","0","345","345","1639","1639","0","1639","1639","947303","947303","0","947303","947303","38","38","0","38","38","3180","3180","0","3180","3180","2413","2413","0","2413","2413","3282","3282","0","3282","3282","3282","3282","0","3282","3282","230330_6K_ES"
"","https://www.piac.com.pk/privacy-policy","1","3668","3668","0","3668","3668","5069","5069","0","5069","5069","600","600","0","600","600","2038","2038","0","2038","2038","1072617","1072617","0","1072617","1072617","31","31","0","31","31","3668","3668","0","3668","3668","2723","2723","0","2723","2723","3627","3627","0","3627","3627","3627","3627","0","3627","3627","230330_SR_ET"
"","https://www.piac.com.pk/travel-update-and-information","1","3424","3424","0","3424","3424","5211","5211","0","5211","5211","344","344","0","344","344","1775","1775","0","1775","1775","1053130","1053130","0","1053130","1053130","39","39","0","39","39","3424","3424","0","3424","3424","2366","2366","0","2366","2366","3466","3466","0","3466","3466","3466","3466","0","3466","3466","230330_3E_EV"
